exterior_color,interior_color,location,make,model,mileage,style,year,engine,accidentCount,ownerCount,isCleanTitle,isFrameDamaged,isLemon,isSalvage,isTheftRecovered,price
"Meteor Gray Metallic","Havanna/Sand Beige","Stratford, CT",Porsche,Cayenne,98305,"Tiptronic AWD",2009,"3.6L V-6 Gas",1,5,1,0,0,0,0,11605
"Volcano Grey Metallic",Black,"Wall Township, NJ",Porsche,Macan,11579,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,0,0,1,0,0,38995
Black,Black,"New York, NY",Porsche,Macan,5803,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995
"Volcano Gray Metallic",Black,"Larchmont, NY",Porsche,Macan,36215,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65494
Black,Black,"Wallingford, CT",Porsche,Macan,37105,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,0,0,0,1,1,33900
"Moonlight Blue Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Cayenne,46661,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,48267
"Carmine Red",Black,"East Hartford, CT",Porsche,911,12171,"Targa 4S",2017,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,127174
Black,Black,"Mountain Lakes, NJ",Porsche,911,66898,"Carrera Cabriolet",2013,"3.4L Flat-6 Gas",0,2,1,0,0,0,0,53197
"Dark Blue Metallic","Luxor Beige","Point Pleasant, NJ",Porsche,Cayenne,105016,"Turbo AWD",2011,"4.8L V-8 Gas Turbocharged",0,3,1,0,0,0,0,27995
White,Unknown,"Verona, NJ",Porsche,Cayenne,71069,"Diesel AWD",2015,"3.0L V-6 Diesel Turbocharged",0,2,1,0,0,0,0,34495
Unknown,Black,"Edison, NJ",Porsche,Macan,23373,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,66900
"Volcano Grey Metallic","Agate Grey/Pebble Grey","Huntington Station, NY",Porsche,Macan,38898,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42900
Silver,Brown,"Wallingford, CT",Porsche,911,20778,"Carrera S",2016,"3.8L Flat-6 Gas",1,2,0,0,0,1,1,68900
"Agate Grey Metallic",Black,"Jamaica, NY",Porsche,Macan,36361,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44230
Black,Black,"New York, NY",Porsche,Cayenne,22835,"GTS AWD",2017,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995
"Basalt Black Metallic",Black,"Wantagh, NY",Porsche,Panamera,10990,Turbo,2012,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,65995
White,Black,"Hillside, NJ",Porsche,Cayenne,41573,"GTS AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,64695
"Carrara White Metallic",Black,"Lodi, NJ",Porsche,911,41591,"Carrera S",2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,82895
Black,"Black/Luxor Beige","Larchmont, NY",Porsche,Panamera,37627,RWD,2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65991
Black,"Carrera Red","Huntington, NY",Porsche,911,56916,"Carrera 4S",2010,"3.8L Flat-6 Gas",0,3,1,0,0,0,0,57995
Black,Black,"Floral Park, NY",Porsche,911,10495,Turbo,2019,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,179000
"Dark Blue Metallic","Agate Gray/Lime Gold","Medford, NY",Porsche,Boxster,11404,Roadster,2014,"2.7L Flat-6 Gas",0,1,1,0,0,0,0,42990
Black,Black,"Old Bridge, NJ",Porsche,Cayenne,21117,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,2,1,0,0,0,0,48995
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Macan,13010,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995
Black,Black,"New York, NY",Porsche,Macan,5076,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995
Blue,Beige,"Medford, NY",Porsche,Cayenne,14715,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,53990
"Volcano Grey Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Macan,59867,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,45599
Unknown,Unknown,"Long Island City, NY",Porsche,Cayenne,40634,"Turbo S AWD",2016,"4.8L V-8 Gas Turbocharged",0,3,1,0,0,0,0,NULL
"Biscay Blue Metallic","Slate Gray/Mojave Beige","Larchmont, NY",Porsche,Cayenne,31197,"Turbo AWD",2019,"4.0L V-8 Gas Turbocharged",0,1,1,0,0,0,0,109995
"Mahogany Metallic","Truffle Brown","New York, NY",Porsche,Cayenne,30880,"Turbo AWD",2019,"4.0L V-8 Gas Turbocharged",0,1,1,0,0,0,0,109995
"Night Blue Metallic",Black,"New York, NY",Porsche,Macan,35592,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995
Blue,Tan,"Brooklyn, NY",Porsche,Cayenne,129237,"Tiptronic AWD",2011,"3.6L V-6 Gas",1,3,1,0,0,0,0,15950
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Macan,40324,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,46995
Black,Black,"Great Neck, NY",Porsche,911,22611,"Turbo Cabriolet",2015,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,112000
"Carrara White Metallic",Black,"New York, NY",Porsche,Macan,5221,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52995
Black,Tan,"Woodbridge, NJ",Porsche,Macan,20131,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44995
"Jet Black Metallic","Luxor Beige","Hillside, NJ",Porsche,Cayenne,66448,"GTS AWD",2013,"4.8L V-8 Gas",1,4,1,0,0,0,0,32695
"Rhodium Silver Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Cayenne,37900,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,49838
Black,Black,"East Hartford, CT",Porsche,Macan,36951,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,38451
White,Black,"East Hartford, CT",Porsche,Cayman,34010,Coupe,2015,"2.7L Flat-6 Gas",1,2,1,0,0,0,0,42995
White,Black,"Paterson, NJ",Porsche,Cayenne,143471,"S AWD",2012,"4.8L V-8 Gas",1,2,1,0,0,0,0,18495
Unknown,Black,"Edison, NJ",Porsche,Cayenne,2182,"SUV AWD",2021,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,70050
Blue,Gray,"Naugatuck, CT",Porsche,911,6200,"Turbo S Cabriolet",2017,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,159995
Blue,Gray,"Naugatuck, CT",Porsche,911,6200,"Turbo S Cabriolet",2017,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,159995
Black,Black,"Red Bank, NJ",Porsche,Cayenne,59724,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,43995
"Night Blue Meta",Tan,"Wallingford, CT",Porsche,Panamera,19000,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,0,0,0,1,1,63900
Black,Unknown,"Verona, NJ",Porsche,Panamera,102185,"Platinum Edition",2013,"3.6L V-6 Gas",0,4,1,0,0,0,0,27777
Unknown,Black,"Edison, NJ",Porsche,911,4190,"Carrera GTS Cabriolet",2019,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,149900
Gray,Black,"Hillside, NJ",Porsche,Cayenne,85018,"Turbo AWD",2013,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,35900
Unknown,Black,"Edison, NJ",Porsche,Cayenne,39123,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,3,1,0,0,0,0,49900
White,Black,"Parsippany, NJ",Porsche,Cayenne,48411,"S E-Hybrid Platinum Edition AWD",2017,"3.0L V-6 Plug-In Hybrid Supercharged",1,3,1,0,0,0,0,42495
"Volcano Grey Metallic",Black,"Bridgeport, CT",Porsche,Macan,24820,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,3,1,0,0,0,0,57900
Unknown,Unknown,"New York, NY",Porsche,Cayenne,4969,"S SUV AWD",2020,"2.9L V-6 Gas Turbocharged",0,0,1,0,0,0,0,98860
Silver,Black,"Hasbrock Heights, NJ",Porsche,911,18828,"Turbo S Cabriolet",2012,"3.8L Flat-6 Gas Turbocharged",0,4,1,0,0,0,0,102495
Unknown,Black,"Edison, NJ",Porsche,911,4774,"Carrera 4 Coupe",2020,"3.0L Flat-6 Gas Turbocharged",0,0,1,0,0,0,0,128400
"Agate Gray Metallic",Black,"Lodi, NJ",Porsche,911,35822,Carrera,2014,"3.4L Flat-6 Gas",1,3,1,0,0,0,0,61895
Unknown,Unknown,"Ocean, NJ",Porsche,Macan,28502,AWD,2018,"2.0L Inline-4 Gas Turbocharged",3,1,1,0,0,0,0,38905
White,Black,"Rahway, NJ",Porsche,Cayenne,90389,"Diesel AWD",2013,"3.0L V-6 Diesel Turbocharged",2,2,1,0,0,0,0,25900
Black,Black,"Inwood, NY",Porsche,911,16304,"Turbo S Cabriolet",2014,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,129900
"Jet Black Metallic","Black/Luxor Beige","New York, NY",Porsche,Macan,29216,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,53995
"Miami Blue",Black,"East Hartford, CT",Porsche,Macan,3560,AWD,2019,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,55504
Black,Black,"New York, NY",Porsche,Cayenne,8741,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,72995
Black,Tan,"Red Bank, NJ",Porsche,Panamera,31048,"4 AWD",2017,"3.0L V-6 Gas Turbocharged",1,2,1,0,0,0,0,64995
"Meteor Gray Metallic",Black,"Red Bank, NJ",Porsche,Cayenne,75366,"Diesel AWD",2015,"3.0L V-6 Diesel Turbocharged",0,3,1,0,0,0,0,35995
"Gt Silver Metallic",Black,"East Hartford, CT",Porsche,Panamera,25449,"4S AWD",2017,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,82995
White,Black,"Hillside, NJ",Porsche,Cayenne,42253,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,55695
"Volcano Gray Metallic",Black,"Watchung, NJ",Porsche,Macan,25344,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42999
Black,Black,"East Hartford, CT",Porsche,Macan,7220,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,55290
White,Black,"Rahway, NJ",Porsche,Cayenne,59657,"GTS AWD",2014,"4.8L V-8 Gas",1,1,1,0,0,0,0,37900
Black,Black,"Wall Township, NJ",Porsche,Macan,13466,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,1,0,0,0,39995
"Jet Black Metallic","Saddle Brown/Luxor Beige","Wall Township, NJ",Porsche,Macan,12594,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",1,1,1,1,0,0,0,59995
Black,Black,"Nanuet, NY",Porsche,Macan,34650,"S AWD",2016,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,40595
White,"Luxor Beige","South Amboy, NJ",Porsche,Panamera,29651,"4 AWD",2017,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,61450
"Racing Yellow",Black,"New York, NY",Porsche,"718 Boxster",6087,"S Roadster",2019,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,77995
Unknown,Black,"Edison, NJ",Porsche,Macan,25229,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,51900
"Carmine Red",Black,"New York, NY",Porsche,Panamera,6921,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",0,1,1,0,0,0,0,86995
"Meteor Grey Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,23478,AWD,2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,48900
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Macan,4423,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,54995
"Sapphire Blue Metallic",Unknown,"Brooklyn, NY",Porsche,911,12587,GT3,2018,"4.0L Flat-6 Gas",0,2,1,0,0,0,0,198237
Black,Black,"New York, NY",Porsche,Panamera,15025,"4 AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,73500
Gray,Tan,"Mahwah, NJ",Porsche,911,19500,"Carrera S Cabriolet",2013,"3.8L Flat-6 Gas",0,2,1,0,0,0,0,79651
White,Unknown,"Rahway, NJ",Porsche,Taycan,3766,Turbo,2020,"L - Electric",0,0,1,0,0,0,0,139700
"Jet Black Metallic",Black,"East Hartford, CT",Porsche,Cayenne,32947,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,0,0,0,0,1,65899
White,"Luxor Beige","Hillside, NJ",Porsche,Panamera,83277,4,2016,"3.6L V-6 Gas",0,2,1,0,0,0,0,38795
"Volcano Gray Metallic","Garnet Red/Black","Hartford, CT",Porsche,Macan,33549,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63000
Black,Black,"Huntington, NY",Porsche,911,113467,"Carrera Cabriolet 991",2012,"3.6L Flat-6 Gas",0,3,1,0,0,0,0,49995
"Night Blue Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Macan,49340,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65205
Black,Black,"Great Neck, NY",Porsche,Cayenne,29045,AWD,2018,"3.6L V-6 Gas Turbocharged",1,1,1,0,0,0,0,44495
"Jet Black Metallic","Black/Garnet Red","Spring Valley, NY",Porsche,Cayenne,14950,"Turbo AWD",2018,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,89975
Black,Black,"Medford, NY",Porsche,Cayman,42028,Coupe,2014,"2.7L Flat-6 Gas",0,6,1,0,0,0,0,39990
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Cayenne,10243,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,70995
Black,Unknown,"Verona, NJ",Porsche,Cayenne,101379,"Turbo AWD",2014,"4.8L V-8 Gas Turbocharged",0,2,1,0,0,0,0,38800
Black,Black,"Lodi, NJ",Porsche,Cayenne,78580,"Tiptronic AWD",2014,"3.6L V-6 Gas",0,1,1,0,0,0,0,23895
Black,Black,"Medford, NY",Porsche,Cayenne,82609,"Tiptronic AWD",2012,"3.6L V-6 Gas",0,2,1,0,0,0,0,23990
"Jet Black Metallic","Truffle Brown","Yonkers, NY",Porsche,Cayenne,12401,"Turbo AWD",2019,"4.0L V-8 Gas Turbocharged",0,2,1,0,0,0,0,129989
"Sapphire Blue Metallic","Black/Luxor Beige","Hillside, NJ",Porsche,Panamera,52441,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,58795
Black,Black,"Mountain Lakes, NJ",Porsche,Cayenne,104070,"Tiptronic AWD",2012,"3.6L V-6 Gas",0,2,1,0,0,0,0,16849
Black,Unknown,"Norwalk, CT",Porsche,Panamera,92931,Turbo,2010,"4.8L V-8 Gas Turbocharged",0,2,1,0,0,0,0,35000
"Dolomite Silver Metallic",Black,"Huntington Station, NY",Porsche,Taycan,27,Turbo,2020,"L - Electric",0,1,1,0,0,0,0,185000
"Meteor Gray Metallic",Black,"Ramsey, NJ",Porsche,Cayenne,84197,"Manual AWD",2014,"3.6L V-6 Gas",0,2,1,0,0,0,0,23090
Unknown,Black,"Edison, NJ",Porsche,911,3004,"Carrera 4S Coupe",2020,"3.0L Flat-6 Gas Turbocharged",0,0,1,0,0,0,0,151900
"Jet Black Metallic",Black,"Hillside, NJ",Porsche,Panamera,66667,"S E-Hybrid",2015,"3.0L V-6 Hybrid Supercharged",1,2,1,0,0,0,0,36795
"Moonlight Blue Metallic","Truffle Brown","New York, NY",Porsche,Cayenne,4274,"S SUV AWD",2020,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,96995
Black,Black,"Great Neck, NY",Porsche,911,18296,"Turbo S",1997,"3.6L Flat-6 Gas Turbocharged",0,4,1,0,0,0,0,450000
Unknown,Black,"Edison, NJ",Porsche,Cayenne,4408,"Turbo SUV AWD",2020,"4.0L V-8 Gas Turbocharged",0,1,1,0,0,0,0,127888
"Jet Black Metallic",Black,"Yonkers, NY",Porsche,911,5868,"Turbo Cabriolet",2017,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,143850
Black,Black,"Rahway, NJ",Porsche,Macan,59937,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,3,1,0,0,0,0,35900
Bronze,Beige,"Garfield, NJ",Porsche,Cayenne,81748,"Tiptronic AWD",2013,"3.6L V-6 Gas",0,2,1,0,0,0,0,21995
Black,Black,"Brooklyn, NY",Porsche,Cayenne,101605,"Tiptronic AWD",2008,"3.6L V-6 Gas",1,2,1,0,0,0,0,12450
Gray,Gray,"Wallingford, CT",Porsche,911,40611,"Carrera Cabriolet Tiptronic",2004,"3.6L Flat-6 Gas",1,3,0,0,0,1,0,25900
"Basalt Black Metallic","Luxor Beige","Lodi, NJ",Porsche,Panamera,72353,4,2012,"3.6L V-6 Gas",1,2,1,0,0,0,0,31895
"Classic Silver Metallic",Black,"Wall Township, NJ",Porsche,Cayenne,96485,"GTS AWD",2014,"4.8L V-8 Gas",0,2,1,0,0,0,0,34995
"Saffron Yellow Metallic",Black,"New York, NY",Porsche,911,561,"Turbo S",2018,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,289500
Blue,Black,"Bergenfield, NJ",Porsche,Panamera,70051,4,2011,"3.6L V-6 Gas",0,1,1,0,0,0,0,34995
White,Blue,"Hillside, NJ",Porsche,911,12750,"Turbo S",2017,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,139995
Unknown,"Agate Grey","Edison, NJ",Porsche,Macan,25833,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45900
White,Umber/Cream,"Hillside, NJ",Porsche,Cayenne,99156,"S Hybrid AWD",2013,"3.0L V-6 Hybrid Supercharged",0,4,1,0,0,0,0,21795
Black,Black,"Manasquan, NJ",Porsche,Boxster,19727,S,2011,"3.4L Flat-6 Gas",1,5,1,0,0,0,0,51900
"Aqua Blue Metallic","Agate Grey","Jersey City, NJ",Porsche,Boxster,97573,Roadster,2013,"2.7L Flat-6 Gas",0,1,1,0,0,0,0,28980
Silver,Black,"Parsippany, NJ",Porsche,911,75628,"Turbo S Cabriolet",2005,"3.6L Flat-6 Gas Turbocharged",2,4,1,0,0,0,0,47995
Black,Black,"Medford, NY",Porsche,Cayman,19241,Coupe,2009,"2.9L Flat-6 Gas",0,3,1,0,0,0,0,28990.0
"Crystal Silver Metallic","Black W/Alcantara","Huntington, NY",Porsche,Cayenne,81356,"GTS Tiptronic AWD",2010,"4.8L V-8 Gas",0,3,1,0,0,0,0,19995.0
Black,Black,"Brooklyn, NY",Porsche,Cayenne,45210,"S AWD",2004,"4.5L V-8 Gas Turbocharged",0,3,1,0,0,0,0,10950.0
Black,Gray,"Brooklyn, NY",Porsche,Cayenne,153510,"S Tiptronic AWD",2006,"4.5L V-8 Gas",1,4,1,0,0,0,0,5950.0
Gray,Gray,"Wallingford, CT",Porsche,911,40611,"Carrera Cabriolet Tiptronic",2004,"3.6L Flat-6 Gas",1,3,0,0,0,1,0,25900.0
White,Tan,"Commack, NY",Porsche,Macan,29830,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,37595.0
Black,Black,"Medford, NY",Porsche,Panamera,25308,Turbo,2014,"4.8L V-8 Gas Turbocharged",0,2,1,0,0,0,0,58990.0
"Carrara White Metallic",Tan,"Jamaica, NY",Porsche,Macan,44192,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,42750.0
Black,Black,"Huntington, NY",Porsche,Macan,50452,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,31995.0
Black,Other,"Medford, NY",Porsche,Panamera,79301,4,2014,"3.6L V-6 Gas",0,2,1,0,0,0,0,33590.0
"Rhodium Silver Metallic",Black,"Jamaica, NY",Porsche,"718 Cayman",21437,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,47980.0
"Rhodium Silver Metallic",Black,"Jamaica, NY",Porsche,Macan,54044,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,29980.0
Black,Black,"Jamaica, NY",Porsche,Macan,26220,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,36480.0
"Volcano Gray Metallic","Garnet Red/Black","Hartford, CT",Porsche,Macan,33549,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,60000.0
Silver,Black,"Medford, NY",Porsche,Panamera,54670,Hatchback,2014,"3.6L V-6 Gas",0,2,1,0,0,0,0,36990.0
"Jet Black Metallic",Brown,"Jamaica, NY",Porsche,Macan,38555,"Turbo AWD",2015,"3.6L V-6 Gas Turbocharged",0,2,1,0,0,0,0,42750.0
"Agate Grey Metallic",Black,"New York, NY",Porsche,911,13437,"Carrera 4 GTS Cabriolet",2018,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,126500.0
White,"Agate Grey","New Rochelle, NY",Porsche,Macan,16943,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,48595.0
Black,Black,"Jamaica, NY",Porsche,Macan,43305,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,36999.0
White,Black,"Medford, NY",Porsche,Cayman,17149,Coupe,2015,"2.7L Flat-6 Gas",0,2,1,0,0,0,0,44990.0
"Rhodium Silver Metallic",Black,"Berlin, CT",Porsche,Macan,29254,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,37000.0
"Volcano Grey Metallic","8-Way Power Seats","Verona, NJ",Porsche,Macan,13655,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40300.0
Black,"Cinnamon Brown","Massapequa, NY",Porsche,Boxster,79012,Manual,2002,"2.7L Flat-6 Gas",0,7,1,0,0,0,0,13985.0
White,Black,"Jamaica, NY",Porsche,Macan,38070,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,49730.0
"Seal Grey Metallic",Black,"Huntington Station, NY",Porsche,Boxster,26759,S,2006,"3.2L Flat-6 Gas",0,1,1,0,0,0,0,27500.0
White,Other,"Medford, NY",Porsche,Cayenne,13808,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63990.0
White,Black,"Larchmont, NY",Porsche,Cayenne,19895,AWD,2019,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,61595.0
"Carrara White Metallic",Black,"Larchmont, NY",Porsche,Cayenne,44176,"S E-Hybrid Platinum Edition AWD",2017,"3.0L V-6 Plug-In Hybrid Supercharged",0,1,1,0,0,0,0,48991.0
Black,Black,"Larchmont, NY",Porsche,Macan,10855,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,43995.0
Unknown,"Black/Luxor Beige","Edison, NJ",Porsche,Macan,30945,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40400.0
"Carmine Red",Unknown,"Greenvale, NY",Porsche,Macan,11984,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,39955.0
Gy,Black,"New York, NY",Porsche,Macan,3311,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,50995.0
Black,"Black/Garnet Red","New York, NY",Porsche,Cayenne,41722,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,43995.0
"Jet Black Metallic",Black,"Jamaica, NY",Porsche,Macan,28436,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,42230.0
"Agate Grey Metallic",Black,"Huntington Station, NY",Porsche,Macan,29331,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,49900.0
"Guards Red","Black/Bordeaux Red","New York, NY",Porsche,911,7312,Turbo,2017,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,133995.0
Black,Black,"Jamaica, NY",Porsche,Macan,14536,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42480.0
Black,"Saddle Brown","Verona, NJ",Porsche,Macan,20318,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,47700.0
"Carrara White","Natural Brown","Union City, NJ",Porsche,911,49995,"Turbo Cabriolet",2008,"3.6L Flat-6 Gas Turbocharged",0,5,1,0,0,0,0,57995.0
White,Black,"Huntington Station, NY",Porsche,Cayenne,6616,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67900.0
"Rhodium Silver Metallic",Black,"Larchmont, NY",Porsche,Macan,39664,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,36493.0
Blue,Grey,"Elizabeth, NJ",Porsche,Panamera,135258,S,2012,"4.8L V-8 Gas",0,2,1,0,0,0,0,22995.0
"Dolomite Silver Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,4661,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68900.0
White,Black,"Jamaica, NY",Porsche,Cayenne,37034,AWD,2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,40230.0
"Purpurite Metallic",Black,"Inwood, NY",Porsche,Cayenne,61825,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,37999.0
"Jet Black Metallic",Black,"Bronx, NY",Porsche,Cayenne,20665,"Platinum Edition AWD",2018,"3.6L V-6 Gas",1,1,1,0,0,0,0,45595.0
Black,Black,"Huntington, NY",Porsche,Cayenne,96595,"GTS AWD",2016,"3.6L V-6 Gas Turbocharged",0,2,1,0,0,0,0,35995.0
"Night Blue Metallic",Black,"Bronx, NY",Porsche,Macan,72998,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,30790.0
Black,Black,"Bergenfield, NJ",Porsche,Cayman,112675,S,2007,"3.4L Flat-6 Gas",0,5,1,0,0,0,0,19995.0
Black,Brown,"Elizabeth, NJ",Porsche,Panamera,113837,4S,2010,"4.8L V-8 Gas",1,6,1,0,0,0,0,21995.0
"Night Blue Metallic","Black/Luxor Beige","New York, NY",Porsche,911,47631,"Carrera 4 Cabriolet",2018,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,85995.0
White,Brown,"Medford, NY",Porsche,Panamera,9816,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,73990.0
"Carrara White Metallic","Saddle Brown/Luxor Beige","New York, NY",Porsche,Cayenne,102,"Turbo AWD",2018,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,99500.0
Unknown,Black,"Edison, NJ",Porsche,Cayenne,15219,AWD,2019,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,61900.0
